"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"02/16/2016","57","PM2.5","Fort Lee Near Road","34-003-0010","AQS","14","41",".","57","55"
"02/17/2016","45","PM2.5","PS 274","36-047-0118","AQS","5","31",".","45","31"
"02/18/2016","39","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","36","10","39","29"
"02/19/2016","44","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","36",".","44","43"
"02/20/2016","59","PM2.5","Intermediate School 143","36-061-0115","AQS","8","40",".","59","31"
"02/21/2016","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","35","9","53","42"
"02/22/2016","39","NO2","East Orange","34-013-1003","AQS","9","36",".","33","39"
"02/23/2016","55","PM2.5","PS 19","36-061-0128","AQS","9","34",".","55","42"
"02/24/2016","61","PM2.5","PS 19","36-061-0128","AQS","11","32","10","61","53"
"02/25/2016","42","PM2.5","Intermediate School 143","36-061-0115","AQS","9","33",".","42","33"
"02/26/2016","39","Ozone","MT NINHAM","36-079-0005","AQS","7","39",".","32","23"
"02/27/2016","95","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","37","6","95","33"
"02/28/2016","62","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","54",".","62","40"
"02/29/2016","53","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","36",".","53","48"
"03/01/2016","47","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","44","15","47","32"
"03/02/2016","54","PM2.5","Intermediate School 143","36-061-0115","AQS","8","42",".","54","25"
"03/03/2016","37","Ozone","MILLBROOK","36-027-0007","AQS","7","37",".","34","29"
"03/04/2016","59","PM2.5","PS 19","36-061-0128","AQS","7","35","11","59","42"
"03/05/2016","40","PM2.5","Jersey City Firehouse","34-017-1003","AQS","8","38",".","40","40"
"03/06/2016","48","NO2","IS 52","36-005-0110","AQS","9","40",".","47","48"
"03/07/2016","78","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","44","28","78","44"
"03/08/2016","85","PM2.5","Elizabeth Lab","34-039-0004","AQS","13","49",".","85","72"
"03/09/2016","110","PM2.5","Fort Lee Near Road","34-003-0010","AQS","13","80",".","110","88"
"03/10/2016","74","Ozone","Colliers Mills","34-029-0006","AQS","8","74","22","70","67"
"03/11/2016","41","Ozone","Colliers Mills","34-029-0006","AQS","7","41",".","27","41"
"03/12/2016","41","NO2","PFIZER LAB SITE","36-005-0133","AQS","6","40",".","29","41"
"03/13/2016","58","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","42","11","58","35"
"03/14/2016","40","Ozone","Colliers Mills","34-029-0006","AQS","8","40",".","30","38"
"03/15/2016","43","NO2","Fort Lee Near Road","34-003-0010","AQS","8","39",".","42","43"
"03/16/2016","57","NO2","Newark Firehouse","34-013-0003","AQS","16","38","18","54","57"
"03/17/2016","41","Ozone","MT NINHAM","36-079-0005","AQS","6","41",".","36","41"
"03/18/2016","41","Ozone","Colliers Mills","34-029-0006","AQS","6","41",".","38","39"
"03/19/2016","41","Ozone","MILLBROOK","36-027-0007","AQS","6","41","5","24","31"
"03/20/2016","40","Ozone","WHITE PLAINS","36-119-2004","AQS","7","40",".","28","25"
"03/21/2016","51","Ozone","MT NINHAM","36-079-0005","AQS","7","51",".","31","42"
"03/22/2016","44","Ozone","HOLTSVILLE","36-103-0009","AQS","3","44","9","41","35"
"03/23/2016","63","NO2","Fort Lee Near Road","34-003-0010","AQS","8","58",".","62","63"
"03/24/2016","60","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","50",".","60","42"
"03/25/2016","68","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","42","25","68","50"
"03/26/2016","40","Ozone","MT NINHAM","36-079-0005","AQS","6","40",".","29","22"
"03/27/2016","51","Ozone","MILLBROOK","36-027-0007","AQS","7","51",".","40","25"
"03/28/2016","48","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","42","6","48","42"
"03/29/2016","61","Ozone","MT NINHAM","36-079-0005","AQS","3","61",".","24","19"
"03/30/2016","53","NO2","Elizabeth Lab","34-039-0004","AQS","6","46",".","33","53"
"03/31/2016","61","Ozone","MT NINHAM","36-079-0005","AQS","5","61","19","49","49"
"04/01/2016","48","PM2.5","Intermediate School 143","36-061-0115","AQS","6","45",".","48","43"
"04/02/2016","39","Ozone","MILLBROOK","36-027-0007","AQS","5","39",".","26","26"
"04/03/2016","41","Ozone","Colliers Mills","34-029-0006","AQS","5","41","4","25","19"
"04/04/2016","53","NO2","Elizabeth Lab","34-039-0004","AQS","11","37",".","50","53"
"04/05/2016","43","Ozone","RIVERHEAD","36-103-0004","AQS","3","43",".","32","25"
"04/06/2016","51","NO2","Fort Lee Near Road","34-003-0010","AQS","6","47","15","40","51"
"04/07/2016","44","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","44",".","44","43"
"04/08/2016","45","NO2","Bayonne","34-017-0006","AQS","6","41",".","35","45"
"04/09/2016","46","NO2","Elizabeth Lab","34-039-0004","AQS","8","43","6","41","46"
"04/10/2016","42","Ozone","MT NINHAM","36-079-0005","AQS","5","42",".","35","27"
"04/11/2016","55","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","48",".","55","48"
"04/12/2016","47","Ozone","RIVERHEAD","36-103-0004","AQS","5","47","10","37","43"
"04/13/2016","45","NO2","Fort Lee Near Road","34-003-0010","AQS","6","43",".","35","45"
"04/14/2016","47","Ozone","MT NINHAM","36-079-0005","AQS","6","47",".","44","45"
"04/15/2016","50","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","46","31","50","46"
"04/16/2016","48","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","48",".","48","41"
"04/17/2016","61","Ozone","Ramapo","34-031-5001","AQS","7","61",".","59","56"
"04/18/2016","84","Ozone","Rutgers University","34-023-0011","AQS","9","84","25","65","51"
"04/19/2016","58","NO2","Fort Lee Near Road","34-003-0010","AQS","5","54",".","40","58"
"04/20/2016","50","Ozone","Flemington","34-019-0001","AQS","6","50",".","27","41"
"04/21/2016","77","Ozone","Ramapo","34-031-5001","AQS","5","77","19","52","53"
"04/22/2016","100","Ozone","MT NINHAM","36-079-0005","AQS","6","100",".","85","47"
"04/23/2016","43","PM2.5","Newark Firehouse","34-013-0003","AQS","5","41",".","43","20"
"04/24/2016","49","Ozone","Flemington","34-019-0001","AQS","6","49","10","35","45"
"04/25/2016","71","Ozone","Colliers Mills","34-029-0006","AQS","9","71",".","55","50"
"04/26/2016","62","PM2.5","Rutgers University","34-023-0011","AQS","11","51",".","62","47"
"04/27/2016","44","Ozone","MT NINHAM","36-079-0005","AQS","7","44","11","41","28"
"04/28/2016","46","Ozone","MT NINHAM","36-079-0005","AQS","7","46",".","39","35"
"04/29/2016","48","Ozone","MILLBROOK","36-027-0007","AQS","8","48",".","43","42"
"04/30/2016","49","Ozone","MT NINHAM","36-079-0005","AQS","8","49","14","33","29"
"05/01/2016","43","Ozone","RIVERHEAD","36-103-0004","AQS","9","43",".","23","26"
"05/02/2016","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","34",".","53","45"
"05/03/2016","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","30","10","48","38"
"05/04/2016","39","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","31",".","39","39"
"05/05/2016","32","Ozone","MILLBROOK","36-027-0007","AQS","6","32",".","23","25"
"05/06/2016","41","NO2","Elizabeth Lab","34-039-0004","AQS","9","29","8","28","41"
"05/07/2016","41","PM2.5","Jersey City Firehouse","34-017-1003","AQS","9","31",".","41","28"
"05/08/2016","39","Ozone","Colliers Mills","34-029-0006","AQS","7","39",".","35","37"
"05/09/2016","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","48","14","55","34"
"05/10/2016","46","Ozone","MT NINHAM","36-079-0005","AQS","6","46",".","37","38"
"05/11/2016","55","NO2","PFIZER LAB SITE","36-005-0133","AQS","8","51",".","48","55"
"05/12/2016","105","Ozone","Colliers Mills","34-029-0006","AQS","9","105","31","62","54"
"05/13/2016","85","PM2.5","Rutgers University","34-023-0011","AQS","8","45",".","85","52"
"05/14/2016","50","Ozone","MT NINHAM","36-079-0005","AQS","7","50",".","38","33"
"05/15/2016","35","Ozone","MT NINHAM","36-079-0005","AQS","3","35","5","24","10"
"05/16/2016","52","PM2.5","Flemington","34-019-0001","AQS","3","43",".","52","25"
"05/17/2016","47","Ozone","MT NINHAM","36-079-0005","AQS","7","47",".","41","36"
"05/18/2016","44","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","44","15","44","34"
"05/19/2016","53","NO2","Bayonne","34-017-0006","AQS","9","50",".","52","53"
"05/20/2016","50","Ozone","Rutgers University","34-023-0011","AQS","8","50",".","42","47"
"05/21/2016","45","NO2","IS 52","36-005-0110","AQS","8","44","16","38","45"
"05/22/2016","51","Ozone","BABYLON","36-103-0002","AQS","8","51",".","38","35"
"05/23/2016","64","Ozone","Colliers Mills","34-029-0006","AQS","8","64",".","54","42"
"05/24/2016","58","Ozone","Colliers Mills","34-029-0006","AQS","9","58","14","48","48"
"05/25/2016","161","Ozone","Colliers Mills","34-029-0006","AQS","9","161",".","70","45"
"05/26/2016","156","Ozone","Flemington","34-019-0001","AQS","8","156",".","73","56"
"05/27/2016","122","Ozone","MILLBROOK","36-027-0007","AQS","8","122","36","74","66"
"05/28/2016","122","Ozone","Leonia","34-003-0006","AQS","6","122",".","63","38"
"05/29/2016","93","Ozone","MT NINHAM","36-079-0005","AQS","7","93",".","53","37"
"05/30/2016","43","Ozone","Leonia","34-003-0006","AQS","6","43","9","33","21"
"05/31/2016","84","Ozone","Leonia","34-003-0006","AQS","8","84",".","46","46"
"06/01/2016","112","Ozone","Flemington","34-019-0001","AQS","7","112",".","58","42"
"06/02/2016","80","Ozone","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS","7","80","19","55","32"
"06/03/2016","55","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","32",".","55","36"
"06/04/2016","77","Ozone","Rockland County","36-087-0005","AQS","7","77",".","54","28"
"06/05/2016","36","Ozone","BABYLON","36-103-0002","AQS","8","36","10","30","23"
"06/06/2016","77","Ozone","Colliers Mills","34-029-0006","AQS","7","77",".","39","20"
"06/07/2016","115","Ozone","RIVERHEAD","36-103-0004","AQS","7","115",".","45","28"
"06/08/2016","30","Ozone","Flemington","34-019-0001","AQS","6","30","6","28","24"
"06/09/2016","43","Ozone","Ramapo","34-031-5001","AQS","5","43",".","23","27"
"06/10/2016","44","Ozone","Colliers Mills","34-029-0006","AQS","5","44",".","38","28"
"06/11/2016","108","Ozone","Monmouth University","34-025-0005","AQS","6","108","23","70","43"
"06/12/2016","54","PM2.5","Flemington","34-019-0001","AQS","8","50",".","54","40"
"06/13/2016","38","PM2.5","Toms River","34-029-2002","AQS","5","34",".","38","15"
"06/14/2016","52","PM2.5","Toms River","34-029-2002","AQS","5","49","6","52","33"
"06/15/2016","101","Ozone","Rutgers University","34-023-0011","AQS","6","101",".","55","37"
"06/16/2016","129","Ozone","RIVERHEAD","36-103-0004","AQS","10","129",".","70","61"
"06/17/2016","67","Ozone","Ramapo","34-031-5001","AQS","10","67","20","59","61"
"06/18/2016","100","Ozone","Newark Firehouse","34-013-0003","AQS","8","100",".","43","39"
"06/19/2016","112","Ozone","Leonia","34-003-0006","AQS","11","112",".","54","30"
"06/20/2016","129","Ozone","Ramapo","34-031-5001","AQS","8","129","24","64","42"
"06/21/2016","108","Ozone","BABYLON","36-103-0002","AQS","6","108",".","52","39"
"06/22/2016","67","Ozone","RIVERHEAD","36-103-0004","AQS","7","67",".","50","46"
"06/23/2016","100","Ozone","Rutgers University","34-023-0011","AQS","9","100","30","66","52"
"06/24/2016","126","Ozone","Flemington","34-019-0001","AQS","9","126",".","64","49"
"06/25/2016","93","Ozone","Rutgers University","34-023-0011","AQS","8","93",".","56","39"
"06/26/2016","126","Ozone","MT NINHAM","36-079-0005","AQS","7","126","19","58","36"
"06/27/2016","93","Ozone","MILLBROOK","36-027-0007","AQS","6","93",".","55","42"
"06/28/2016","48","PM2.5","Rahway","34-039-2003","AQS","10","43",".","48","29"
"06/29/2016","90","Ozone","RIVERHEAD","36-103-0004","AQS","8","90","14","43","34"
"06/30/2016","58","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","6","58",".","42","30"
"07/01/2016","54","Ozone","Flemington","34-019-0001","AQS","9","54",".","52","41"
"07/02/2016","49","PM2.5","Fort Lee Library","34-003-0003","AQS","8","39","7","49","31"
"07/03/2016","44","Ozone","Bayonne","34-017-0006","AQS","6","44",".","40","20"
"07/04/2016","64","Ozone","WHITE PLAINS","36-119-2004","AQS","6","64",".","53","19"
"07/05/2016","46","Ozone","RIVERHEAD","36-103-0004","AQS","7","46","9","35","31"
"07/06/2016","115","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","8","115",".","60","43"
"07/07/2016","90","Ozone","RIVERHEAD","36-103-0004","AQS","8","90",".","65","49"
"07/08/2016","84","Ozone","Flemington","34-019-0001","AQS","8","84",".","63","42"
"07/09/2016","29","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","27",".","29","22"
"07/10/2016","40","Ozone","Colliers Mills","34-029-0006","AQS","6","40",".","31","16"
"07/11/2016","42","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","6","42","10","26","28"
"07/12/2016","101","Ozone","MT NINHAM","36-079-0005","AQS","8","101",".","46","33"
"07/13/2016","80","Ozone","MILLBROOK","36-027-0007","AQS","6","80",".","47","37"
"07/14/2016","58","Ozone","Flemington","34-019-0001","AQS","9","58","20","56","57"
"07/15/2016","126","Ozone","RIVERHEAD","36-103-0004","AQS","9","126",".","60","46"
"07/16/2016","108","Ozone","Leonia","34-003-0006","AQS","8","108",".","55","25"
"07/17/2016","101","Ozone","IS 52","36-005-0110","AQS","6","101","15","54","27"
"07/18/2016","90","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","7","90",".","58","35"
"07/19/2016","64","Ozone","Colliers Mills","34-029-0006","AQS","7","64",".","53","29"
"07/20/2016","47","Ozone","Rutgers University","34-023-0011","AQS","6","47","10","42","35"
"07/21/2016","122","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","6","122",".","55","29"
"07/22/2016","140","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","6","140",".","86","25"
"07/23/2016","71","Ozone","Colliers Mills","34-029-0006","AQS","6","71","18","55","25"
"07/24/2016","64","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","6","64",".","51","24"
"07/25/2016","100","Ozone","WHITE PLAINS","36-119-2004","AQS","7","100",".","60","36"
"07/26/2016","58","Ozone","Colliers Mills","34-029-0006","AQS","6","58","10","39","27"
"07/27/2016","74","Ozone","CCNY","36-061-0135","AQS","7","74",".","51","35"
"07/28/2016","101","Ozone","Newark Firehouse","34-013-0003","AQS","7","101",".","60","65"
"07/29/2016","119","Ozone","Rutgers University","34-023-0011","AQS","9","119","17","56","48"
"07/30/2016","84","Ozone","BABYLON","36-103-0002","AQS","13","84",".","61","32"
"07/31/2016","56","PM2.5","WHITE PLAINS","36-119-2004","AQS","11","40",".","56","20"
"08/01/2016","43","PM2.5","DIVISION STREET","36-061-0134","AQS","26","38","15","43","29"
"08/02/2016","47","PM2.5","Elizabeth Lab","34-039-0004","AQS","28","29",".","47","30"
"08/03/2016","42","PM2.5","Elizabeth Lab","34-039-0004","AQS","38","42",".","42","35"
"08/04/2016","49","Ozone","Ramapo","34-031-5001","AQS","10","49","14","42","30"
"08/05/2016","61","Ozone","WHITE PLAINS","36-119-2004","AQS","6","61",".","49","32"
"08/06/2016","47","Ozone","IS 52","36-005-0110","AQS","6","47",".","43","30"
"08/07/2016","46","PM2.5","Flemington","34-019-0001","AQS","6","43","6","46","25"
"08/08/2016","54","PM2.5","Toms River","34-029-2002","AQS","7","49",".","54","35"
"08/09/2016","108","Ozone","Rockland County","36-087-0005","AQS","8","108",".","52","52"
"08/10/2016","55","PM2.5","Fort Lee Library","34-003-0003","AQS","6","37","18","55","32"
"08/11/2016","84","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","6","84",".","50","32"
"08/12/2016","71","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","6","71",".","41","29"
"08/13/2016","97","Ozone","Leonia","34-003-0006","AQS","6","97","15","58","24"
"08/14/2016","67","Ozone","HOLTSVILLE","36-103-0009","AQS","6","67",".","39","25"
"08/15/2016","64","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","6","64",".","33","36"
"08/16/2016","69","PM2.5","Fort Lee Library","34-003-0003","AQS","6","61","19","69","36"
"08/17/2016","45","Ozone","Colliers Mills","34-029-0006","AQS","6","45",".","38","18"
"08/18/2016","67","Ozone","Monmouth University","34-025-0005","AQS","7","67",".","36","42"
"08/19/2016","87","Ozone","Rutgers University","34-023-0011","AQS","9","87","16","59","39"
"08/20/2016","80","Ozone","Chester","34-027-3001","AQS","10","80",".","52","40"
"08/21/2016","44","Ozone","Monmouth University","34-025-0005","AQS","6","44",".","35","22"
"08/22/2016","51","Ozone","Colliers Mills","34-029-0006","AQS","5","51","13","43","28"
"08/23/2016","61","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","5","61",".","33","39"
"08/24/2016","115","Ozone","Rutgers University","34-023-0011","AQS","6","115",".","59","42"
"08/25/2016","77","Ozone","MILLBROOK","36-027-0007","AQS","7","77","18","53","40"
"08/26/2016","77","Ozone","Colliers Mills","34-029-0006","AQS","6","77",".","52","32"
"08/27/2016","87","Ozone","Chester","34-027-3001","AQS","6","87",".","41","39"
"08/28/2016","80","Ozone","Rockland County","36-087-0005","AQS","7","80","17","51","27"
"08/29/2016","93","Ozone","Monmouth University","34-025-0005","AQS","5","93",".","40","22"
"08/30/2016","54","Ozone","WHITE PLAINS","36-119-2004","AQS","6","54",".","37","33"
"08/31/2016","90","Ozone","Rutgers University","34-023-0011","AQS","7","90","19","52","31"
"09/01/2016","56","PM2.5","Jersey City Firehouse","34-017-1003","AQS","9","44",".","56","47"
"09/02/2016","39","Ozone","Colliers Mills","34-029-0006","AQS","6","39",".","28","27"
"09/03/2016","53","PM10","Newark Firehouse","34-013-0003","AQS","7","32","53","40","29"
"09/04/2016","45","PM2.5","Rahway","34-039-2003","AQS","7","37",".","45","16"
"09/05/2016","36","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","33",".","36","14"
"09/06/2016","34","Ozone","RIVERHEAD","36-103-0004","AQS","6","34","10","30","16"
"09/07/2016","44","Ozone","Colliers Mills","34-029-0006","AQS","8","44",".","40","36"
"09/08/2016","100","Ozone","Colliers Mills","34-029-0006","AQS","9","100",".","64","68"
"09/09/2016","84","Ozone","Colliers Mills","34-029-0006","AQS","7","84","23","59","36"
"09/10/2016","100","Ozone","Rockland County","36-087-0005","AQS","9","100",".","66","32"
"09/11/2016","54","PM2.5","Flemington","34-019-0001","AQS","8","37",".","54","19"
"09/12/2016","40","Ozone","Flemington","34-019-0001","AQS","7","40","11","28","28"
"09/13/2016","61","Ozone","Flemington","34-019-0001","AQS","6","61",".","36","34"
"09/14/2016","101","Ozone","Colliers Mills","34-029-0006","AQS","6","101",".","45","35"
"09/15/2016","38","Ozone","Flemington","34-019-0001","AQS","6","38","9","29","25"
"09/16/2016","41","Ozone","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS","8","41",".","35","37"
"09/17/2016","48","Ozone","MILLBROOK","36-027-0007","AQS","7","48",".","31","28"
"09/18/2016","41","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","35","14","41","30"
"09/19/2016","35","NO2","Elizabeth Lab","34-039-0004","AQS","9","27",".","31","35"
"09/20/2016","47","NO2","Elizabeth Lab","34-039-0004","AQS","9","40",".","41","47"
"09/21/2016","54","PM2.5","Jersey City Firehouse","34-017-1003","AQS","9","47","19","54","46"
"09/22/2016","61","Ozone","Rockland County","36-087-0005","AQS","10","61",".","48","46"
"09/23/2016","126","Ozone","Flemington","34-019-0001","AQS","9","126",".","54","51"
"09/24/2016","36","PM2.5","Flemington","34-019-0001","AQS","8","31",".","36","30"
"09/25/2016","35","Ozone","RIVERHEAD","36-103-0004","AQS","6","35",".","30","33"
"09/26/2016","44","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","8","44",".","37","36"
"09/27/2016","43","Ozone","Ramapo","34-031-5001","AQS","9","43","12","38","42"
"09/28/2016","51","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","39",".","51","38"
"09/29/2016","31","Ozone","MILLBROOK","36-027-0007","AQS","8","31",".","26","21"
"09/30/2016","31","Ozone","RIVERHEAD","36-103-0004","AQS","6","31","8","29","28"
"10/01/2016","30","Ozone","RIVERHEAD","36-103-0004","AQS","7","30",".","17","14"
"10/02/2016","33","PM2.5","Jersey City Firehouse","34-017-1003","AQS","8","24",".","33","25"
"10/03/2016","57","PM2.5","PS 19","36-061-0128","AQS","9","36","16","57","42"
"10/04/2016","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","29",".","58","31"
"10/05/2016","42","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","35",".","42","37"
"10/06/2016","62","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","47","26","62","47"
"10/07/2016","58","Ozone","MILLBROOK","36-027-0007","AQS","14","58",".","56","49"
"10/08/2016","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","31",".","54","40"
"10/09/2016","35","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","31","6","35","25"
"10/10/2016","33","Ozone","Flemington","34-019-0001","AQS","7","33",".","26","30"
"10/11/2016","39","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","32",".","39","32"
"10/12/2016","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","14","34","19","53","48"
"10/13/2016","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","14","31",".","52","42"
"10/14/2016","36","NO2","Bayonne","34-017-0006","AQS","10","30",".","35","36"
"10/15/2016","60","PM2.5","PS 19","36-061-0128","AQS","11","39","14","60","29"
"10/16/2016","44","PM2.5","Jersey City Firehouse","34-017-1003","AQS","9","40",".","44","30"
"10/17/2016","58","PM2.5","PS 19","36-061-0128","AQS","10","45",".","58","50"
"10/18/2016","66","PM2.5","PFIZER LAB SITE","36-005-0133","AQS","8","47","23","66","42"
"10/19/2016","52","PM2.5","Newark Firehouse","34-013-0003","AQS","6","44",".","52","29"
"10/20/2016","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","42",".","52","36"
"10/21/2016","60","PM2.5","Fort Lee Library","34-003-0003","AQS","11","31","19","60","35"
"10/22/2016","25","Ozone","Colliers Mills","34-029-0006","AQS","8","25",".","18","10"
"10/23/2016","35","Ozone","Colliers Mills","34-029-0006","AQS","5","35",".","29","29"
"10/24/2016","40","PM2.5","Jersey City Firehouse","34-017-1003","AQS","5","37","8","40","37"
"10/25/2016","32","Ozone","RIVERHEAD","36-103-0004","AQS","3","32",".","27","28"
"10/26/2016","37","NO2","Fort Lee Near Road","34-003-0010","AQS","6","32",".","21","37"
"10/27/2016","40","NO2","Bayonne","34-017-0006","AQS","11","34","9","36","40"
"10/28/2016","37","NO2","Fort Lee Near Road","34-003-0010","AQS","9","34",".","34","37"
